
0
"119,271721"
"124,099251"
"127,023621"
"127,999992"
"127,01339"
"124,078934"
"119,241631"
"112,575676"
"104,183281"
"94,193161"
"82,758522"
"70,05471"
"56,276562"
"41,635365"
"26,355661"
"10,671774"
"-5,175774"
"-20,943947"
"-36,39093"
"-51,279827"
"-65,382317"
"-78,482109"
"-90,378326"
"-100,888519"
"-109,851517"
"-117,129852"
"-122,611916"
"-126,213631"
"-127,879768"
"-127,58477"
"-125,33316"
"-121,159477"
"-115,127716"
"-107,330391"
"-97,88707"
"-86,942574"
"-74,664757"
"-61,24189"
"-46,879837"
"-31,798845"
"-16,230194"
"-0,41264"
"15,411242"
"30,998779"
"46,110928"
"60,51593"
"73,992874"
"86,335083"
"97,353279"
"106,878487"
"114,764633"
"120,890778"
"125,162971"
"127,515694"
"127,912872"
"126,348404"
"122,846291"
"117,460236"
"110,272835"
"101,394325"
"90,960854"
"79,132423"
"66,090446"
"52,034916"
"37,181393"
"21,757666"
"6,000267"
"-9,84915"
"-25,547522"
"-40,854103"
"-55,534157"
"-69,362549"
"-82,12722"
"-93,632408"
"-103,701668"
"-112,180588"
"-118,939125"
"-123,87365"
"-126,908478"
"-127,997063"
"-127,122726"
"-124,298859"
"-119,568771"
"-113,005013"
"-104,708237"
"-94,805679"
"-83,449203"
"-70,812973"
"-57,090775"
"-42,493042"
"-27,243649"
"-11,576452"
"4,268277"
"20,04755"
"35,519379"
"50,446491"
"64,599968"
"77,762756"
"89,732994"
"100,327103"
"109,382629"
"116,760681"
"122,348122"
"126,059265"
"127,837196"
"127,65464"
"125,514412"
"121,449318"
"115,521713"
"107,822495"
"98,469734"
"87,606865"
"75,400482"
"62,037773"
"47,723667"
"32,677685"
"17,130564"
"1,320734"
"-14,509351"
"-30,116924"
"-45,26263"
"-59,714199"
"-73,250008"
"-85,662476"
"-96,761238"
"-106,376099"
"-114,359596"
"-120,589302"
"-124,969688"
"-127,433563"
"-127,943153"
"-126,490631"
"-123,098289"
"-117,81813"
"-110,731148"
"-101,946022"
"-91,597473"
"-79,844208"
"-66,866478"
"-52,863293"
"-38,049408"
"-22,652012"
"-6,907227"
"8,943485"
"24,657042"
"39,992462"
"54,714573"
"68,597588"
"81,428612"
"93,010864"
"103,166725"
"111,740448"
"118,600548"
"123,641815"
"126,786942"
"127,987694"
"127,225662"
"124,512527"
"119,8899"
"113,428665"
"105,227921"
"95,413422"
"84,135696"
"71,567673"
"57,902115"
"43,348583"
"28,130264"
"12,480549"
"-3,360566"
"-19,150143"
"-34,646038"
"-49,610611"
"-63,814369"
"-77,039482"
"-89,083138"
"-99,760635"
"-108,908234"
"-116,385635"
"-122,078178"
"-125,89856"
"-127,788193"
"-127,718094"
"-125,689346"
"-121,733055"
"-115,909897"
"-108,309166"
"-99,04744"
"-88,266747"
"-76,132408"
"-62,830532"
"-48,565098"
"-33,554878"
"-18,030073"
"-2,228761"
"13,60673"
"29,233551"
"44,412052"
"58,909466"
"72,503456"
"84,98555"
"96,164322"
"105,868347"
"113,948799"
"120,281761"
"124,770111"
"127,345016"
"127,966995"
"126,626495"
"123,344086"
"118,170105"
"111,183891"
"102,492592"
"92,229485"
"80,551979"
"67,639137"
"53,689007"
"38,915512"
"23,545218"
"7,813839"
"-8,037371"
"-23,76532"
"-39,128811"
"-53,892231"
"-67,829178"
"-80,725906"
"-92,384644"
"-102,626595"
"-111,294685"
"-118,255997"
"-123,403755"
"-126,659027"
"-127,971886"
"-127,322197"
"-124,719925"
"-120,204987"
"-113,846611"
"-105,74231"
"-96,016365"
"-84,817947"
"-72,318771"
"-58,710541"
"-44,201939"
"-29,015465"
"-13,384017"
"2,452685"
"18,251774"
"33,770958"
"48,772236"
"63,025558"
"76,312332"
"88,428802"
"99,189148"
"108,428352"
"116,00473"
"121,802086"
"125,731514"
"127,732758"
"127,775116"
"125,857948"
"122,010658"
"116,292236"
"108,79039"
"99,620163"
"88,92218"
"76,860512"
"63,620129"
"49,404079"
"34,430386"
"18,928673"
"3,136677"
"-12,703424"
"-28,348707"
"-43,559242"
"-58,101765"
"-71,75325"
"-84,304344"
"-95,562569"
"-105,35527"
"-113,532272"
"-119,968163"
"-124,564262"
"-127,250061"
"-127,984398"
"-126,755989"
"-123,583679"
"-118,516129"
"-111,631035"
"-103,033997"
"-92,856857"
"-81,255692"
"-68,408401"
"-54,51202"
"-39,779655"
"-24,437237"
"-8,720057"
"7,130851"
"22,872402"
"38,263187"
"53,067181"
"67,057343"
"80,019135"
"91,753769"
"102,081299"
"110,843323"
"117,905487"
"123,159485"
"126,524734"
"127,949631"
"127,412323"
"124,921051"
"120,514023"
"114,25882"
"106,251373"
"96,614479"
"85,495926"
"73,066231"
"59,516014"
"45,05307"
"29,899204"
"14,286811"
"-1,544681"
"-17,352484"
"-32,894173"
"-47,931408"
"-62,233574"
"-75,581345"
"-87,77002"
"-98,612671"
"-107,943024"
"-115,617989"
"-121,519867"
"-125,558144"
"-127,670891"
"-127,825706"
"-126,020226"
"-122,28212"
"-116,668732"
"-109,266144"
"-100,187866"
"-89,573143"
"-77,58474"
"-64,406525"
"-50,240578"
"-35,304157"
"-19,826323"
"-4,044434"
"11,799479"
"27,462437"
"42,704239"
"57,291138"
"70,999435"
"83,618896"
"94,956009"
"104,836891"
"113,110023"
"119,648529"
"124,352135"
"127,148705"
"127,995354"
"126,879097"
"123,817055"
"118,856178"
"112,072563"
"103,570221"
"93,479553"
"81,955307"
"69,174217"
"55,332287"
"40,641792"
"25,328028"
"9,625837"
"-6,223973"
"-21,978334"
"-37,395641"
"-52,239456"
"-66,282143"
"-79,308342"
"-91,118286"
"-101,530861"
"-110,386383"
"-117,549049"
"-122,909012"
"-126,384071"
"-127,920937"
"-127,496033"
"-125,115891"
"-120,816994"
"-114,665283"
"-106,755089"
"-97,207726"
"-86,169609"
"-73,810013"
"-60,318489"
"-45,901936"
"-30,781439"
"-15,188886"
"0,636599"
"16,452322"
"32,015736"
"47,088165"
"61,438461"
"74,84655"
"87,106812"
"98,031227"
"107,452255"
"115,225426"
"121,231522"
"125,378448"
"127,6026"
"127,869865"
"126,176147"
"122,547432"
"117,039352"
"109,736389"
"100,750534"
"90,219597"
"78,305069"
"65,189674"
"51,074547"
"36,176155"
"20,722973"
"4,951988"
"-10,894938"
"-26,574783"
"-41,847084"
"-56,477627"
"-70,242043"
"-82,929245"
"-94,344666"
"-104,31324"
"-112,682091"
"-119,322876"
"-124,133751"
"-127,040947"
"-127,99987"
"-126,995819"
"-124,044197"
"-119,190254"
"-112,508446"
"-104,101234"
"-94,097549"
"-82,65081"
"-69,936554"
"-56,149773"
"-41,501888"
"-26,217545"
"-10,531133"
"5,316782"
"21,083158"
"36,526211"
"51,409103"
"65,503601"
"78,593552"
"90,478203"
"100,975311"
"109,923889"
"117,186691"
"122,652351"
"126,237053"
"127,885803"
"127,573334"
"125,304428"
"121,113884"
"115,065971"
"107,253426"
"97,796074"
"86,838951"
"74,550079"
"61,117928"
"46,748486"
"31,662123"
"16,090197"
"0,271514"
"-15,551332"
"-31,135687"
"-46,24255"
"-60,640251"
"-74,107986"
"-86,439224"
"-97,444847"
"-106,956078"
"-114,827065"
"-120,93708"
"-125,192444"
"-127,527885"
"-127,907585"
"-126,325729"
"-122,806572"
"-117,404083"
"-110,201111"
"-101,308128"
"-90,861504"
"-79,021454"
"-65,969543"
"-51,905945"
"-37,046329"
"-21,61858"
"-5,859293"
"9,989851"
"25,685793"
"40,987823"
"55,661274"
"69,481117"
"82,23542"
"93,728577"
"103,784332"
"112,248474"
"118,991211"
"123,909119"
"126,926788"
"127,99794"
"127,106148"
"124,265091"
"119,518333"
"112,938667"
"104,626999"
"94,710808"
"83,342148"
"70,695374"
"56,964428"
"42,359894"
"27,10574"
"11,435898"
"-4,409322"
"-20,186922"
"-35,654942"
"-50,576164"
"-64,721764"
"-77,874802"
"-89,83358"
"-100,41468"
"-109,455856"
"-116,818436"
"-122,389526"
"-126,083672"
"-127,844231"
"-127,644203"
"-125,486656"
"-121,404678"
"-115,460869"
"-107,746376"
"-98,379509"
"-87,503922"
"-75,286392"
"-61,914291"
"-47,59269"
"-32,541214"
"-16,990698"
"-1,179615"
"14,649558"
"30,254068"
"45,394611"
"59,838993"
"73,3657"
"85,767281"
"96,853561"
"106,454521"
"114,42292"
"120,636559"
"125,000137"
"127,446747"
"127,938866"
"126,468948"
"123,059532"
"117,762901"
"110,660294"
"101,860619"
"91,49884"
"79,733856"
"66,746094"
"52,73473"
"37,914639"
"22,513098"
"6,766302"
"-9,084261"
"-24,795509"
"-40,126499"
"-54,842121"
"-68,716698"
"-81,537453"
"-93,107765"
"-103,250198"
"-111,809219"
"-118,653557"
"-123,678253"
"-126,806244"
"-127,989578"
"-127,210083"
"-124,479729"
"-119,840385"
"-113,363205"
"-105,147507"
"-95,31929"
"-84,029289"
"-71,45063"
"-57,776218"
"-43,215767"
"-27,992571"
"-12,340087"
"3,501641"
"19,289669"
"34,781876"
"49,740677"
"63,936665"
"77,152138"
"89,184425"
"99,848999"
"108,982315"
"116,444305"
"122,120537"
"125,92395"
"127,796227"
"127,708656"
"125,662575"
"121,689362"
"115,849953"
"108,233894"
"98,957985"
"88,16449"
"76,018913"
"62,707539"
"48,434494"
"33,418667"
"17,890343"
"2,087655"
"-13,747047"
"-29,37093"
"-44,544384"
"-59,034721"
"-72,619713"
"-85,091026"
"-96,257408"
"-105,947609"
"-114,013016"
"-120,329956"
"-124,801544"
"-127,3592"
"-127,963715"
"-126,605804"
"-123,306297"
"-118,115799"
"-111,113899"
"-102,40799"
"-92,131577"
"-80,442253"
"-67,519287"
"-53,560863"
"-38,78104"
"-23,406485"
"-7,672971"
"8,178213"
"23,903978"
"39,263157"
"54,020206"
"67,948814"
"80,835381"
"92,482269"
"102,710876"
"111,364326"
"118,309929"
"123,441154"
"126,679321"
"127,974762"
"127,307617"
"124,68811"
"120,156418"
"113,782036"
"105,66272"
"95,922981"
"84,712196"
"72,202286"
"58,585102"
"44,069466"
"28,877995"
"13,243656"
"-2,593784"
"-18,391447"
"-33,907063"
"-48,902687"
"-63,148354"
"-76,425591"
"-88,530785"
"-99,27829"
"-108,503288"
"-116,064308"
"-121,845398"
"-125,757889"
"-127,741791"
"-127,766678"
"-125,832161"
"-121,967918"
"-116,233208"
"-108,715965"
"-99,531487"
"-88,820618"
"-76,747612"
"-63,497627"
"-49,273861"
"-34,294441"
"-18,789087"
"-2,995591"
"12,843845"
"28,486311"
"43,691917"
"58,227478"
"71,870071"
"84,410484"
"95,656403"
"105,435356"
"113,597374"
"120,017296"
"124,596664"
"127,265244"
"127,982117"
"126,736282"
"123,546852"
"118,462746"
"111,561913"
"102,950203"
"92,759666"
"81,146599"
"68,289078"
"54,384296"
"39,645493"
"24,298693"
"8,579254"
"-7,271754"
"-23,011244"
"-38,397839"
"-53,195572"
"-67,177513"
"-80,129234"
"-91,852119"
"-102,166374"
"-110,913834"
"-117,96035"
"-123,197853"
"-126,546021"
"-127,953514"
"-127,398735"
"-124,890205"
"-120,466393"
"-114,195137"
"-106,172607"
"-96,521843"
"-85,390846"
"-72,950317"
"-59,391033"
"-44,920948"
"-29,761963"
"-14,146558"
"1,685796"
"17,492296"
"33,03054"
"48,062237"
"62,356861"
"75,695198"
"87,872688"
"98,702583"
"108,018806"
"115,678474"
"121,564125"
"125,585503"
"127,680923"
"127,818268"
"125,995422"
"122,240341"
"116,610611"
"109,192566"
"100,099976"
"89,472275"
"77,47245"
"64,284523"
"50,110748"
"35,168484"
"19,686888"
"3,903376"
"-11,939997"
"-27,60026"
"-42,837254"
"-57,417301"
"-71,116814"
"-83,7257"
"-95,050583"
"-104,917801"
"-113,176018"
"-119,698601"
"-124,385513"
"-127,164879"
"-127,994072"
"-126,860382"
"-123,781197"
"-118,803726"
"-112,004318"
"-103,487228"
"-93,383095"
"-81,846855"
"-69,055435"
"-55,204994"
"-40,507946"
"-25,189676"
"-9,485105"
"6,364928"
"22,11735"
"37,530586"
"52,368263"
"66,402832"
"79,41906"
"91,217346"
"101,616737"
"110,457764"
"117,604828"
"122,948341"
"126,406349"
"127,925819"
"127,483444"
"125,086021"
"120,770309"
"114,602493"
"106,677155"
"97,115852"
"86,065201"
"73,694672"
"60,193977"
"45,770164"
"30,644434"
"15,048748"
"-0,777723"
"-16,592268"
"-32,152355"
"-47,219364"
"-61,562229"
"-74,960991"
"-87,210167"
"-98,12191"
"-107,528877"
"-115,286812"
"-121,276733"
"-125,406784"
"-127,613632"
"-127,863426"
"-126,152336"
"-122,506607"
"-116,98214"
"-109,663673"
"-100,663422"
"-90,119431"
"-78,193382"
"-65,068184"
"-50,94511"
"-36,04076"
"-20,583694"
"-4,810964"
"11,035546"
"26,712818"
"41,980431"
"56,60424"
"70,359978"
"83,036697"
"94,43998"
"104,394958"
"112,748962"
"119,373878"
"124,168098"
"127,058113"
"127,999588"
"126,978104"
"124,009308"
"119,138733"
"112,441078"
"104,019051"
"94,001816"
"82,542999"
"69,818314"
"56,022915"
"41,368362"
"26,079393"
"10,390478"
"-5,457782"
"-21,222343"
"-36,661446"
"-51,538315"
"-65,624809"
"-78,704895"
"-90,57798"
"-101,061981"
"-109,996124"
"-117,243393"
"-122,69265"
"-126,260315"
"-127,891685"
"-127,561745"
"-125,275543"
"-121,068146"
"-115,004082"
"-107,176338"
"-97,704964"
"-86,735214"
"-74,435318"
"-60,993893"
"-46,617081"
"-31,525364"
"-15,95018"
"-0,130388"
"15,691402"
"31,272554"
"46,374119"
"60,7645"
"74,223007"
"86,543259"
"97,536293"
"107,033546"
"114,889351"
"120,983238"
"125,221764"
"127,539917"
"127,902145"
"126,302902"
"122,766708"
"117,347786"
"110,129257"
"101,221809"
"90,762047"
"78,910385"
"65,848564"
"51,776913"
"36,911221"
"21,479467"
"5,71831"
"-10,130541"
"-25,824034"
"-41,121494"
"-55,788326"
"-69,599602"
"-82,343513"
"-93,824631"
"-103,866867"
"-112,316231"
"-119,043144"
"-123,944435"
"-126,944954"
"-127,998665"
"-127,089424"
"-124,231171"
"-119,467743"
"-112,872177"
"-104,545639"
"-94,615814"
"-83,234978"
"-70,577675"
"-56,838013"
"-42,226696"
"-26,967798"
"-11,295329"
"4,550362"
"20,326269"
"35,790459"
"50,705772"
"64,843475"
"77,986755"
"89,934052"
"100,502144"
"109,528954"
"116,876053"
"122,430771"
"126,107925"
"127,85112"
"127,633614"
"125,458755"
"121,359886"
"115,399879"
"107,67012"
"98,289162"
"87,400871"
"75,172211"
"61,790737"
"47,461651"
"32,404705"
"16,850809"
"1,038494"
"-14,789748"
"-30,391178"
"-45,526535"
"-59,963711"
"-73,4813"
"-85,871994"
"-96,94577"
"-106,532822"
"-114,486107"
"-120,683655"
"-125,030434"
"-127,459778"
"-127,934433"
"-126,447105"
"-123,020622"
"-117,707527"
"-110,589294"
"-101,775093"
"-91,400101"
"-79,623405"
"-66,625633"
"-52,606106"
"-37,779823"
"-22,374159"
"-6,625369"
"9,225025"
"24,933947"
"40,260487"
"54,969604"
"68,835716"
"81,646187"
"93,204552"
"103,333549"
"111,877853"
"118,706421"
"123,714539"
"126,825401"
"127,991295"
"127,194351"
"124,446785"
"119,790733"
"113,2976"
"105,066963"
"95,225044"
"83,922775"
"71,333488"
"57,650253"
"43,082901"
"27,854845"
"12,199611"
"-3,642713"
"-19,429173"
"-34,917671"
"-49,870682"
"-64,058884"
"-77,264702"
"-89,285599"
"-99,937241"
"-109,056267"
"-116,502831"
"-122,162743"
"-125,949188"
"-127,804115"
"-127,699059"
"-125,635651"
"-121,645523"
"-115,789864"
"-108,158485"
"-98,868416"
"-88,062119"
"-75,905327"
"-62,584469"
"-48,303829"
"-33,282417"
"-17,750591"
"-1,946547"
"13,887349"
"29,508272"
"44,676662"
"59,159904"
"72,735886"
"85,196404"
"96,350372"
"106,026733"
"114,077095"
"120,377998"
"124,832817"
"127,37323"
"127,960274"
"126,584953"
"123,268356"
"118,06134"
"111,04377"
"102,323265"
"92,033546"
"80,332428"
"67,399353"
"53,432652"
"38,646526"
"23,267723"
"7,532094"
"-8,319046"
"-24,042606"
"-39,397457"
"-54,148117"
"-68,068375"
"-80,944748"
"-92,579781"
"-102,795029"
"-111,433838"
"-118,363724"
"-123,478409"
"-126,699463"
"-127,977486"
"-127,292877"
"-124,656136"
"-120,107697"
"-113,717323"
"-105,583"
"-95,829483"
"-84,606346"
"-72,085716"
"-58,459587"
"-43,936943"
"-28,74049"
"-13,103279"
"2,73488"
"18,531097"
"34,043125"
"49,033077"
"63,271069"
"76,53875"
"88,63266"
"99,36731"
"108,578094"
"116,123749"
"121,888557"
"125,784111"
"127,750671"
"127,75808"
"125,806221"
"121,925034"
"116,174026"
"108,641411"
"99,442688"
"88,718941"
"76,634621"
"63,375053"
"49,143581"
"34,158451"
"18,649479"
"2,854501"
"-12,984251"
"-28,62388"
"-43,824543"
"-58,353119"
"-71,986809"
"-84,516525"
"-95,750122"
"-105,515312"
"-113,662346"
"-120,066284"
"-124,628914"
"-127,280266"
"-127,979675"
"-126,716423"
"-123,50988"
"-118,409218"
"-111,492661"
"-102,86628"
"-92,662361"
"-81,037407"
"-68,16967"
"-54,256508"
"-39,51128"
"-24,160118"
"-8,438439"
"7,412648"
"23,150057"
"38,53244"
"53,323902"
"67,2976"
"80,239243"
"91,950348"
"102,251335"
"110,984215"
"118,015068"
"123,236069"
"126,567154"
"127,957237"
"127,384995"
"124,859215"
"120,418617"
"114,131317"
"106,093719"
"96,4291"
"85,28566"
"72,834305"
"59,265984"
"44,788769"
"29,624687"
"14,006288"
"-1,826909"
"-17,632088"
"-33,166866"
"-48,193005"
"-62,480068"
"-75,808952"
"-87,97525"
"-98,792381"
"-108,094452"
"-115,738815"
"-121,608238"
"-125,612701"
"-127,690804"
"-127,810669"
"-125,970467"
"-122,19841"
"-116,552345"
"-109,118858"
"-100,011955"
"-89,3713"
"-77,360062"
"-64,162445"
"-49,980854"
"-35,032768"
"-19,547428"
"-3,762313"
"12,0805"
"27,738049"
"42,970215"
"57,5434"
"71,234116"
"83,832397"
"95,14505"
"104,998581"
"113,241875"
"119,74852"
"124,418739"
"127,180893"
"127,992638"
"126,841515"
"123,745186"
"118,751129"
"111,935936"
"103,404114"
"93,286514"
"81,738304"
"68,936562"
"55,077637"
"40,37405"
"25,051294"
"9,344361"
"-6,505876"
"-22,25634"
"-37,665485"
"-52,497005"
"-66,523445"
"-79,529694"
"-91,316292"
"-101,702492"
"-110,528999"
"-117,660469"
"-122,987526"
"-126,428474"
"-127,930542"
"-127,470703"
"-125,056007"
"-120,72348"
"-114,539566"
"-106,599098"
"-97,023857"
"-85,960686"
"-73,579231"
"-60,069393"
"-45,638344"
"-30,507395"
"-14,908591"
"0,918847"
"16,732193"
"32,288937"
"47,35051"
"61,685925"
"75,07534"
"87,313416"
"98,212471"
"107,60537"
"115,348061"
"121,3218"
"125,434975"
"127,624512"
"127,856827"
"126,128365"
"122,46563"
"116,924789"
"109,59082"
"100,576195"
"90,019157"
"78,081604"
"64,946609"
"50,815613"
"35,905323"
"20,444393"
"4,669935"
"-11,176141"
"-26,850821"
"-42,113724"
"-56,730782"
"-70,477829"
"-83,144043"
"-94,535187"
"-104,476562"
"-112,815704"
"-119,424736"
"-124,202293"
"-127,075127"
"-127,999153"
"-126,960228"
"-123,974266"
"-119,087067"
"-112,373573"
"-103,936745"
"-93,905975"
"-82,435081"
"-69,699989"
"-55,895988"
"-41,234783"
"-25,941212"
"-10,249812"
"5,598777"
"21,361504"
"36,796638"
"51,667465"
"65,745934"
"78,816139"
"90,677635"
"101,148529"
"110,06823"
"117,29995"
"122,732788"
"126,283424"
"127,897415"
"127,549995"
"125,246506"
"121,022263"
"114,942047"
"107,099113"
"97,613739"
"86,631378"
"74,320457"
"60,869781"
"46,485619"
"31,388565"
"15,810144"
"-0,010738"
"-15,831455"
"-31,409386"
"-46,505627"
"-60,888672"
"-74,337944"
"-86,647186"
"-97,627625"
"-107,110878"
"-114,9515"
"-121,029251"
"-125,250931"
"-127,551796"
"-127,896553"
"-126,279922"
"-122,726692"
"-117,291351"
"-110,057266"
"-101,135368"
"-90,662483"
"-78,799217"
"-65,727509"
"-51,647816"
"-36,776066"
"-21,34033"
"-5,577322"
"10,271218"
"25,962242"
"41,255116"
"55,91531"
"69,718002"
"82,451515"
"93,92057"
"103,94928"
"112,383858"
"119,094933"
"123,979607"
"126,962959"
"127,999229"
"127,072548"
"124,197105"
"119,417007"
"112,805557"
"104,464149"
"94,520706"
"83,127716"
"70,4599"
"56,711529"
"42,093445"
"26,829823"
"11,154746"
"-4,691396"
"-20,465593"
"-35,925934"
"-50,835323"
"-64,965118"
"-78,098618"
"-90,034424"
"-100,589478"
"-109,601913"
"-116,933525"
"-122,471878"
"-126,132027"
"-127,857841"
"-127,622864"
"-125,430695"
"-121,314949"
"-115,338745"
"-107,593742"
"-98,1987"
"-87,297707"
"-75,057945"
"-61,667107"
"-47,330555"
"-32,268158"
"-16,710901"
"-0,897371"
"14,92992"
"30,52825"
"45,658405"
"60,088356"
"73,596809"
"85,976593"
"97,037865"
"106,610985"
"114,549149"
"120,730614"
"125,060585"
"127,472656"
"127,929832"
"126,425117"
"122,981567"
"117,652008"
"110,518173"
"101,689445"
"91,301239"
"79,512863"
"66,505096"
"52,477417"
"37,644962"
"22,235191"
"6,484428"
"-9,365779"
"-25,072355"
"-40,394428"
"-55,097019"
"-68,954659"
"-81,754829"
"-93,301224"
"-103,416771"
"-111,94635"
"-118,75914"
"-123,750671"
"-126,844398"
"-127,992867"
"-127,178467"
"-124,413689"
"-119,740936"
"-113,231865"
"-104,98629"
"-95,130684"
"-83,81617"
"-71,21627"
"-57,524216"
"-42,949986"
"-27,717083"
"-12,05912"
"3,783779"
"19,568651"
"35,053425"
"50,000626"
"64,18103"
"77,377167"
"89,386673"
"100,02536"
"109,130089"
"116,561218"
"122,204796"
"125,974274"
"127,811836"
"127,689316"
"125,608574"
"121,601532"
"115,729645"
"108,082947"
"98,778725"
"87,959648"
"75,791649"
"62,461327"
"48,173111"
"33,146126"
"17,610817"
"1,805436"
"-14,027634"
"-29,645578"
"-44,808887"
"-59,285015"
"-72,851967"
"-85,301674"
"-96,443222"
"-106,105736"
"-114,141037"
"-120,425896"
"-124,863937"
"-127,3871"
"-127,95668"
"-126,56395"
"-123,230263"
"-118,006752"
"-110,973511"
"-102,238411"
"-91,93541"
"-80,222504"
"-67,279335"
"-53,304379"
"-38,511963"
"-23,128935"
"-7,391208"
"8,459868"
"24,181206"
"39,531708"
"54,275959"
"68,187851"
"81,054024"
"92,677177"
"102,879059"
"111,503204"
"118,417374"
"123,515518"
"126,719452"
"127,980057"
"127,277985"
"124,624016"
"120,058838"
"113,652466"
"105,503151"
"95,735863"
"84,500397"
"71,969048"
"58,334007"
"43,804363"
"28,602949"
"12,962886"
"-2,875972"
"-18,670725"
"-34,17915"
"-49,16341"
"-63,393711"
"-76,651825"
"-88,734421"
"-99,456207"
"-108,652763"
"-116,183044"
"-121,931572"
"-125,810181"
"-127,759399"
"-127,749336"
"-125,780128"
"-121,881996"
"-116,114708"
"-108,566719"
"-99,353775"
"-88,617157"
"-76,521538"
"-63,252399"
"-49,013241"
"-34,022423"
"-18,509848"
"-2,713409"
"13,124641"
"28,761415"
"43,957111"
"58,478691"
"72,103462"
"84,622467"
"95,843719"
"105,595139"
"113,727173"
"120,11512"
"124,661011"
"127,295128"
"127,977081"
"126,696411"
"123,472755"
"118,355545"
"111,423271"
"102,782227"
"92,564949"
"80,928116"
"68,050186"
"54,128654"
"39,377022"
"24,021513"
"8,297615"
"-7,553533"
"-23,288841"
"-38,666996"
"-53,452168"
"-67,41761"
"-80,349144"
"-92,04847"
"-102,336166"
"-111,054451"
"-118,069641"
"-123,274139"
"-126,588135"
"-127,960808"
"-127,371101"
"-124,828064"
"-120,370697"
"-114,067352"
"-106,014702"
"-96,336235"
"-85,180374"
"-72,718208"
"-59,140858"
"-44,656536"
"-29,487375"
"-13,866"
"1,96802"
"17,771858"
"33,303154"
"48,323719"
"62,603203"
"75,922623"
"88,077705"
"98,882057"
"108,169968"
"115,799019"
"121,652206"
"125,639755"
"127,700531"
"127,802925"
"125,945358"
"122,156326"
"116,493935"
"109,045021"
"99,92382"
"89,27021"
"77,247574"
"64,040291"
"49,850903"
"34,897011"
"19,407946"
"3,621245"
"-12,220989"
"-27,875805"
"-43,103127"
"-57,669426"
"-71,351318"
"-83,938995"
"-95,239395"
"-105,079231"
"-113,307594"
"-119,798302"
"-124,451813"
"-127,196754"
"-127,991043"
"-126,822495"
"-123,709023"
"-118,698387"
"-111,867416"
"-103,320877"
"-93,189827"
"-81,629646"
"-68,817612"
"-54,950211"
"-40,240101"
"-24,912882"
"-9,203606"
"6,646816"
"22,395304"
"37,800343"
"52,625683"
"66,643974"
"79,640221"
"91,415131"
"101,788116"
"110,600113"
"117,715965"
"123,026558"
"126,450439"
"127,935112"
"127,457809"
"125,025833"
"120,676498"
"114,476501"
"106,520912"
"96,931747"
"85,856064"
"73,463715"
"59,944736"
"45,506466"
"30,370316"
"14,768416"
"-1,059969"
"-16,872099"
"-32,42548"
"-47,481594"
"-61,809544"
"-75,18959"
"-87,416557"
"-98,302917"
"-107,681732"
"-115,409164"
"-121,366714"
"-125,463013"
"-127,635239"
"-127,850082"
"-126,104248"
"-122,424507"
"-116,867294"
"-109,517838"
"-100,488838"
"-89,91877"
"-77,969727"
"-64,824959"
"-50,686054"
"-35,76984"
"-20,305067"
"-4,5289"
"11,316721"
"26,988791"
"42,246967"
"56,857254"
"70,595596"
"83,251297"
"94,630272"
"104,558029"
"112,882309"
"119,475449"
"124,236343"
"127,09198"
"127,998566"
"126,9422"
"123,939072"
"119,035248"
"112,305931"
"103,854317"
"93,81002"
"82,327072"
"69,581573"
"55,768997"
"41,101154"
"25,802998"
"10,109133"
"-5,739765"
"-21,500639"
"-36,931782"
"-51,796551"
"-65,866982"
"-78,927292"
"-90,777191"
"-101,234955"
"-110,140198"
"-117,356361"
"-122,772781"
"-126,306381"
"-127,902985"
"-127,538094"
"-125,217308"
"-120,976227"
"-114,879883"
"-107,021767"
"-97,522385"
"-86,527435"
"-74,205513"
"-60,745598"
"-46,354099"
"-31,25173"
"-15,670089"
"0,151864"
"15,971488"
"31,546177"
"46,637081"
"61,012772"
"74,452782"
"86,751007"
"97,718842"
"107,18808"
"115,013504"
"121,075119"
"125,279945"
"127,563515"
"127,8908"
"126,256783"
"122,686523"
"117,234772"
"109,985138"
"101,048798"
"90,562805"
"78,687958"
"65,606369"
"51,518658"
"36,640869"
"21,201166"
"5,436326"
"-10,411883"
"-26,100418"
"-41,388683"
"-56,042221"
"-69,836311"
"-82,55941"
"-94,016396"
"-104,03157"
"-112,45134"
"-119,146584"
"-124,014626"
"-126,980804"
"-127,999641"
"-127,055511"
"-124,16288"
"-119,366127"
"-112,738792"
"-104,38253"
"-94,425484"
"-83,020355"
"-70,342041"
"-56,584976"
"-41,96014"
"-26,691814"
"-11,014151"
"4,832425"
"20,604891"
"36,061367"
"50,964813"
"65,086678"
"78,210381"
"90,134682"
"100,676689"
"109,674744"
"116,99086"
"122,512825"
"126,155968"
"127,864418"
"127,611961"
"125,402481"
"121,269867"
"115,277481"
"107,517227"
"98,108116"
"87,194443"
"74,943581"
"61,5434"
"47,199402"
"32,131569"
"16,570972"
"0,756248"
"-15,070074"
"-30,665285"
"-45,790222"
"-60,212929"
"-73,712227"
"-86,081093"
"-97,129837"
"-106,689026"
"-114,612053"
"-120,77742"
"-125,090576"
"-127,485374"
"-127,925087"
"-126,402969"
"-122,942368"
"-117,596352"
"-110,446907"
"-101,603676"
"-91,202278"
"-79,402222"
"-66,384468"
"-52,348667"
"-37,510056"
"-22,096197"
